date,time,accel_X,accel_Y,accel_Z
7-7-2020,21:30:42,7,,
7-7-2020,21:30:42,49,,
7-7-2020,21:30:42,173,,
7-7-2020,21:30:42,158,,
7-7-2020,21:30:42,130,,
7-7-2020,21:30:42,272,,
7-7-2020,21:30:42,144,,
7-7-2020,21:30:42,278,,
7-7-2020,21:30:42,23,,
7-7-2020,21:30:42,109,,
7-7-2020,21:30:43,240,,
7-7-2020,21:30:43,65,,
7-7-2020,21:30:43,192,,
7-7-2020,21:30:43,242,,
7-7-2020,21:30:43,87,,
7-7-2020,21:30:43,203,,
7-7-2020,21:30:43,127,,
7-7-2020,21:30:43,229,,
7-7-2020,21:30:43,40,,
7-7-2020,21:30:43,112,,
7-7-2020,21:30:44,3,,
7-7-2020,21:30:44,169,,
7-7-2020,21:30:44,9,,
7-7-2020,21:30:44,257,,
7-7-2020,21:30:44,160,,
7-7-2020,21:30:44,33,,
7-7-2020,21:30:44,99,,
7-7-2020,21:30:44,78,,
7-7-2020,21:30:44,116,,
7-7-2020,21:30:44,235,,
7-7-2020,21:30:45,97,,
7-7-2020,21:30:45,26,,
7-7-2020,21:30:45,212,,
7-7-2020,21:30:48,67,,
7-7-2020,21:30:48,110,,
7-7-2020,21:30:48,33,,
7-7-2020,21:30:48,79,,
7-7-2020,21:30:48,49,,
7-7-2020,21:30:48,279,,
7-7-2020,21:30:48,21,,
7-7-2020,21:30:48,67,,
7-7-2020,21:30:48,272,,
7-7-2020,21:30:48,193,,
7-7-2020,21:30:48,36,,
7-7-2020,21:30:48,185,,
7-7-2020,21:30:48,245,,
7-7-2020,21:30:48,128,,
7-7-2020,21:30:48,91,,
7-7-2020,21:30:48,294,,
7-7-2020,21:30:48,157,,
7-7-2020,21:30:48,101,,
7-7-2020,21:30:48,53,,
7-7-2020,21:30:48,208,,
7-7-2020,21:30:48,244,,
7-7-2020,21:30:48,268,,
7-7-2020,21:30:48,290,,
7-7-2020,21:30:48,24,,
7-7-2020,21:30:48,296,,
7-7-2020,21:30:48,30,,
7-7-2020,21:30:48,103,,
7-7-2020,21:30:48,22,,
7-7-2020,21:30:48,166,,
7-7-2020,21:30:48,249,,
7-7-2020,21:30:48,224,,
7-7-2020,21:30:48,101,,
7-7-2020,21:30:48,253,,
7-7-2020,21:30:48,177,,
7-7-2020,21:30:49,108,,
7-7-2020,21:30:49,228,,
7-7-2020,21:30:49,133,,
7-7-2020,21:30:49,298,,
7-7-2020,21:30:49,181,,
7-7-2020,21:30:49,235,,
7-7-2020,21:30:49,13,,
7-7-2020,21:30:49,165,,
7-7-2020,21:30:49,214,,
7-7-2020,21:30:49,263,,
7-7-2020,21:30:49,36,,
7-7-2020,21:30:49,125,,
7-7-2020,21:30:49,269,,
7-7-2020,21:30:50,15,,
7-7-2020,21:30:50,94,,
7-7-2020,21:30:50,129,,
7-7-2020,21:30:50,1,,
7-7-2020,21:30:50,17,,
7-7-2020,21:30:50,95,,
7-7-2020,21:30:50,105,,
7-7-2020,21:30:50,104,,
7-7-2020,21:30:50,51,,
7-7-2020,21:30:50,198,,
7-7-2020,21:30:51,288,,
7-7-2020,21:30:51,23,,
7-7-2020,21:30:51,5,,
7-7-2020,21:30:51,82,,
7-7-2020,21:30:51,252,,
7-7-2020,21:30:51,266,,
7-7-2020,21:30:51,16,,
7-7-2020,21:30:51,237,,
7-7-2020,21:30:51,38,,
7-7-2020,21:30:51,144,,
7-7-2020,21:30:52,201,,
7-7-2020,21:30:52,297,,
7-7-2020,21:30:52,71,,
7-7-2020,21:30:52,128,,
7-7-2020,21:30:52,137,,
7-7-2020,21:30:52,158,,
7-7-2020,21:30:52,277,,
7-7-2020,21:30:52,297,,
7-7-2020,21:30:52,294,,
7-7-2020,21:30:53,204,,
7-7-2020,21:30:53,209,,
7-7-2020,21:30:53,131,,
7-7-2020,21:30:53,245,,
7-7-2020,21:30:53,75,,
7-7-2020,21:30:53,135,,
7-7-2020,21:30:53,98,,
7-7-2020,21:30:53,142,,
7-7-2020,21:30:53,199,,
7-7-2020,21:30:53,68,,
7-7-2020,21:30:54,212,,
7-7-2020,21:30:54,60,,
7-7-2020,21:30:54,157,,
7-7-2020,21:30:54,294,,
7-7-2020,21:30:54,208,,
7-7-2020,21:30:54,295,,
7-7-2020,21:30:54,168,,
7-7-2020,21:30:54,113,,
7-7-2020,21:30:54,130,,
7-7-2020,21:30:54,106,,
7-7-2020,21:30:54,162,,
7-7-2020,21:30:55,142,,
7-7-2020,21:30:55,265,,
7-7-2020,21:30:55,82,,
7-7-2020,21:30:55,52,,
7-7-2020,21:30:55,67,,
7-7-2020,21:30:55,21,,
7-7-2020,21:30:55,195,,
7-7-2020,21:30:55,112,,
7-7-2020,21:30:55,171,,
7-7-2020,21:30:56,101,,
7-7-2020,21:30:56,290,,
7-7-2020,21:30:56,231,,
7-7-2020,21:30:56,38,,
7-7-2020,21:30:56,57,,
7-7-2020,21:30:56,16,,
7-7-2020,21:30:56,290,,
7-7-2020,21:30:56,140,,
7-7-2020,21:30:56,79,,
7-7-2020,21:30:56,35,,
7-7-2020,21:30:57,106,,
7-7-2020,21:30:57,272,,
7-7-2020,21:30:57,298,,
7-7-2020,21:30:57,195,,
7-7-2020,21:30:57,219,,
7-7-2020,21:30:57,54,,
7-7-2020,21:30:57,23,,
